The Out NYC,-1,-1,-1,-1,-1,62,43,23,11,18,6,9,-1,-1,-1,-1,56,51,51,61,45,39,39,43,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,37,32,44,37,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,41,50,58,41,-1,-1,-1,-1,-1,-1,64,-1,46,57,62,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,34,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,52,33,-1,-1,-1,-1,-1,-1,-1,-1,31,-1,100,93,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,63,62,58,65,21,17,17,27,-1,-1,-1,-1,-1,-1,-1,-1
W New York - Downtown,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,82,78,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,62,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,94,91,73,-1,-1,-1,-1,-1,79,76,-1,-1,100,97,-1,-1,-1,-1,-1,-1,97,93,75,-1,-1,42,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Hyatt Times Square New York,43,-1,-1,-1,100,93,80,95,25,-1,-1,-1,-1,-1,31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,56,47,-1,-1,30,21,11,-1,68,52,41,-1,60,68,57,-1,-1,38,-1,-1,-1,82,77,56,56,56,-1,-1,-1,56,-1,-1,-1,-1,-1,11,8,9,19,-1,-1,-1,-1,-1,-1,43,-1,-1,86,82,81,-1,44,45,45,-1,-1,-1,67,-1,80,-1,-1,-1,-1,-1,-1,-1,98,95,85,-1,-1,-1,-1,-1,86,82,81,-1,40,38,-1,-1,93,67,73,77,86,52,63,-1,86,82,-1,-1,4,-1,-1,-1,86,88,89,-1,-1,-1,-1,-1,56,-1,-1,-1,25,4,-1,19,14,14,14,-1,-1,-1,-1,72,90,-1,-1,-1,23,20,-1,0,-1,21,21
Hilton Times Square,44,34,30,37,46,57,58,37,54,46,53,55,25,27,32,-1,-1,83,100,63,69,68,74,57,45,43,44,35,25,42,42,-1,45,44,36,44,-1,52,64,68,29,37,37,37,66,-1,74,81,57,59,60,58,-1,-1,66,63,51,48,35,21,40,9,30,28,34,45,35,-1,55,56,44,47,39,-1,45,56,0,35,5,-1,63,63,79,63,48,55,50,-1,-1,58,64,70,70,55,60,42,65,45,40,53,71,67,70,52,-1,25,27,36,78,71,69,63,43,44,29,-1,-1,47,47,-1,-1,44,38,31,69,63,58,60,70,68,69,67,46,44,32,35,-1,-1,17,16,22,23,17,33,-1,68,79,55,-1,60,55,60,31,33,-1,23,-1,-1,27,13
Residence Inn Newark Elizabeth Liberty International Airport,22,44,76,-1,28,-1,100,-1,22,33,62,-1,33,47,65,-1,22,33,62,-1,44,69,95,-1,-1,-1,-1,-1,47,58,73,-1,-1,-1,15,13,-1,-1,34,36,-1,-1,15,13,-1,-1,18,15,-1,-1,44,44,36,55,80,-1,6,22,58,-1,-1,-1,-1,-1,-1,44,65,95,-1,-1,-1,-1,-1,-1,-1,33,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,65,69,73,-1,-1,-1,76,62,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,65,98,95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,55,33,-1,33,44,73,36,33,44,73,-1,-1,32,47,0,0,0,6
Quality Inn Woodside,-1,15,15,-1,-1,100,86,76,-1,25,25,-1,-1,40,1,-1,-1,-1,-1,-1,69,76,90,-1,7,12,19,-1,-1,-1,-1,-1,9,15,22,-1,62,72,100,-1,3,15,15,-1,-1,31,47,-1,-1,-1,40,-1,-1,-1,-1,-1,-1,15,15,-1,-1,27,-1,-1,-1,12,14,1,-1,14,15,3,-1,89,74,-1,-1,11,4,0,-1,-1,-1,-1,-1,34,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,97,100,-1,48,8,15,-1,-1,31,40,-1,-1,-1,-1,-1,-1,78,100,-1,-1,-1,-1,-1,-1,-1,83,76,-1,65,-1,-1,-1,11,4,0,-1,39,33,-1,-1,-1,29,25,-1,32,-1,-1,-1,28,28,-1,-1,56,45,39,-1,55,15,-1
Le Parker Meridien New York,29,32,35,37,-1,39,-1,53,30,36,39,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,67,71,42,45,41,39,-1,-1,-1,-1,-1,39,37,35,33,-1,-1,-1,-1,35,33,30,27,-1,-1,-1,-1,51,48,44,42,-1,-1,-1,-1,-1,-1,-1,-1,0,2,4,-1,-1,41,44,47,40,37,35,-1,49,43,28,25,9,11,13,8,49,53,56,59,-1,-1,-1,-1,42,49,100,50,52,45,41,39,71,69,65,-1,48,45,42,39,-1,-1,-1,-1,57,58,50,-1,53,49,46,41,58,45,41,-1,53,51,48,44,55,52,49,-1,46,50,53,57,54,51,-1,-1,-1,10,8,-1,-1,6,3,1,-1,-1,-1,-1,-1,45,48,51,-1,-1,-1,-1,-1,20,-1,-1
Best Western Plus Arena Hotel,-1,-1,-1,-1,-1,-1,52,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,79,56,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,57,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,52,100,-1,-1,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,72,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Courtyard by Marriott New York Manhattan Times Square,-1,32,-1,-1,-1,-1,-1,-1,51,53,54,-1,-1,-1,-1,-1,-1,70,-1,87,-1,-1,-1,-1,-1,44,42,26,33,-1,-1,-1,-1,-1,33,31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,97,100,-1,-1,6,-1,-1,0,-1,-1,-1,-1,-1,-1,55,-1,-1,30,31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,77,-1,-1,-1,-1,-1,-1,34,36,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30,34,38,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,52,37,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,84,86,-1,-1,-1,-1,30,-1,-1,-1,-1
DoubleTree by Hilton Metropolitan - New York City,14,14,18,23,46,40,51,46,-1,17,23,27,3,-1,-1,-1,36,-1,40,43,38,-1,-1,38,26,19,17,-1,4,9,11,9,-1,14,5,8,33,-1,28,31,4,5,3,2,-1,-1,21,-1,-1,24,-1,-1,64,79,96,100,22,24,-1,6,7,-1,-1,-1,-1,15,-1,-1,24,21,21,17,20,32,32,-1,19,17,15,7,26,53,63,54,-1,33,31,-1,83,70,88,94,-1,32,-1,-1,55,43,26,39,48,31,44,50,-1,4,-1,-1,47,46,36,34,41,38,21,-1,45,46,35,-1,38,18,17,5,46,41,34,34,49,58,53,56,23,23,27,30,-1,0,-1,-1,-1,2,23,-1,-1,-1,55,44,-1,37,37,-1,-1,-1,2,0,-1,-1,10,-1
Hilton Newark Airport,30,49,60,-1,49,94,98,-1,30,57,60,-1,38,30,45,-1,26,45,64,-1,74,57,72,-1,-1,-1,-1,-1,38,30,45,-1,-1,-1,-1,-1,-1,-1,49,26,-1,-1,42,26,-1,-1,42,23,-1,-1,26,45,30,45,68,-1,64,79,60,72,38,42,38,-1,-1,57,72,79,-1,60,57,-1,98,-1,-1,-1,-1,-1,-1,-1,79,98,-1,-1,-1,60,42,-1,45,77,100,-1,-1,-1,42,-1,-1,-1,34,-1,-1,-1,-1,-1,34,17,-1,0,79,75,57,-1,79,60,-1,-1,-1,-1,-1,-1,57,-1,34,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,60,-1,-1,45,-1,42,-1,-1,-1,42,23,-1,72,83,87,-1,98,75,-1,-1,-1,30,38,57,34,11,26
SpringHill Suites by Marriott Newark Liberty International,-1,-1,-1,-1,-1,-1,-1,-1,50,78,-1,-1,-1,-1,-1,-1,-1,-1,56,-1,66,61,-1,-1,-1,-1,63,-1,-1,-1,-1,-1,53,58,-1,-1,-1,56,61,66,11,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,-1,-1,-1,-1,-1,-1,45,48,56,-1,46,52,42,40,-1,52,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,63,55,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,42,-1,-1,-1,-1,-1,35,-1,-1,-1,-1,-1,-1,-1,-1,42,44,-1,-1,-1,-1,91,87,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,32,24,24,28,26,62,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
The Benjamin,-1,38,39,-1,-1,-1,-1,-1,53,-1,63,-1,-1,-1,-1,-1,59,66,69,-1,-1,86,88,-1,43,50,52,-1,18,22,-1,-1,44,51,53,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,38,-1,10,13,14,-1,43,50,53,41,33,39,-1,-1,-1,57,59,-1,0,4,-1,-1,-1,-1,-1,-1,43,50,52,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,56,58,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36,39,36,-1,61,62,-1,-1,57,64,67,-1,8,-1,-1,-1,5,9,10,-1,-1,-1,-1,-1,-1,-1,100,-1,8,12,-1,-1,-1,-1,-1,-1
Howard Johnson Flushing,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,-1,-1,-1,-1,-1,-1,-1,-1,34,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,34,-1,-1,-1,-1,-1,-1,0,14,-1,-1,-1,-1,-1,-1,-1,48,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,36,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,57,10,40,-1,-1,-1,-1,-1,-1,-1,-1,21,34,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Comfort Inn Times Square South Area,-1,28,27,-1,-1,87,-1,-1,25,58,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,81,81,99,81,42,34,52,37,42,47,55,-1,42,48,33,33,-1,-1,-1,-1,-1,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,55,-1,-1,36,52,47,40,7,29,-1,-1,77,79,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,70,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,31,20,54,53,53,-1,41,41,41,41,-1,-1,-1,-1,-1,-1,-1,-1,72,95,85,-1,-1,34,37,-1,-1,100,-1,65,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,55,71,85,55,-1,-1,-1,-1,-1,-1,-1,-1
Courtyard Newark Elizabeth,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,54,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,57,-1,-1,-1,43,-1,-1,-1,-1,-1,-1,-1,70,48,-1,20,36,58,-1,-1,-1,-1,-1,23,39,-1,-1,-1,17,-1,-1,-1,-1,-1,-1,-1,74,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,62,39,-1,70,43,-1,-1,96,75,54,-1,100,-1,-1,-1,96,-1,-1,-1,-1,-1,-1,-1,81,70,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,80,58,36,-1,-1,64,42,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Dumont NYC-an Affinia hotel,-1,-1,-1,-1,88,-1,-1,-1,-1,65,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47,52,52,52,-1,-1,90,-1,-1,-1,-1,-1,-1,-1,72,-1,100,94,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,68,-1,-1,0,2,-1,68,79,81,83,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23,68,53,68,-1,-1,-1,-1,-1,-1,85,-1,-1,96,96,79,-1,57,56,61,-1,-1,-1,-1,74,77,35,30,93,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,84,-1,-1,-1,73,77,-1,-1,0,-1,-1,-1,-1,-1,-1
The Muse Hotel a Kimpton Hotel,-1,-1,-1,-1,-1,-1,-1,-1,83,52,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,94,-1,-1,-1,23,29,67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,83,100,89,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,59,-1,-1,-1,0,-1,-1,-1,-1,16,16
San Carlos Hotel,-1,-1,-1,-1,5,4,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,85,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,6,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,2,85,86,-1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Courtyard by Marriott New York Manhattan Upper East Side,-1,-1,-1,-1,-1,-1,-1,45,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,37,-1,-1,-1,63,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,-1,-1,-1,-1,-1,-1,-1,-1,37,39,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,-1,11,-1,-1,-1,-1,-1,76,-1,-1,-1,-1,11,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Newark Liberty International Airport Marriott,42,49,45,-1,51,68,50,-1,35,47,42,-1,6,18,34,-1,42,55,45,-1,45,62,52,-1,81,65,-1,-1,12,22,37,-1,-1,64,27,19,-1,68,32,22,-1,68,33,22,-1,64,27,19,-1,61,19,8,35,11,21,-1,18,34,48,-1,28,41,19,-1,-1,59,48,59,82,61,-1,-1,-1,73,30,21,-1,-1,-1,-1,22,59,51,-1,78,64,-1,-1,26,42,51,-1,-1,70,54,24,70,62,-1,-1,-1,61,30,20,73,59,25,12,81,64,-1,-1,84,68,57,-1,100,86,-1,-1,72,55,-1,-1,80,65,-1,-1,51,68,48,-1,80,70,-1,-1,-1,51,-1,-1,-1,43,9,0,-1,59,49,62,-1,29,42,54,-1,50,19,12,-1,-1,-1,-1
Baccarat Hotel and Residences New York,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,-1,-1,-1,-1,-1,-1,-1,100,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,86,86,34,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
The Peninsula New York,36,38,40,-1,56,58,59,-1,-1,-1,-1,-1,0,35,36,-1,49,51,53,-1,56,58,59,-1,-1,-1,-1,-1,0,35,36,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,38,36,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,38,40,-1,-1,40,38,-1,-1,-1,-1,-1,-1,-1,-1,-1,59,61,62,-1,-1,-1,-1,-1,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23,23,22,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,56,58,59,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,58,59,-1,-1,-1,-1,-1,35,32,-1,-1,-1,-1,-1,-1
Hampton Inn Times Square North,-1,-1,-1,-1,-1,-1,51,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,55,55,-1,-1,17,18,-1,-1,20,-1,-1,24,-1,-1,-1,-1,-1,-1,-1,48,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,43,69,-1,85,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,-1,-1,2,-1,54,68,68,-1,-1,-1,-1,-1,-1,70,-1,100,-1,-1,-1,-1,-1,-1,-1,-1,44,44,47,24,-1,-1,0,-1,-1,45,63,-1,-1,-1,43,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,34,61,55,-1,-1,-1,-1,15,-1,-1,-1,-1,-1,3,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
The Roger,57,61,60,61,-1,-1,-1,-1,68,70,68,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,76,79,75,75,-1,-1,-1,-1,69,67,70,66,-1,-1,-1,-1,55,54,55,52,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,33,-1,-1,-1,-1,-1,-1,-1,77,77,80,79,58,59,56,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,45,46,-1,45,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,65,61,-1,-1,-1,-1,-1,-1,-1,-1,90,86,86,86,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,91,92,90,-1,-1,-1,-1,41,42,-1,-1
Hampton Inn JFK Airport,-1,-1,-1,-1,-1,-1,-1,-1,-1,56,-1,-1,-1,-1,-1,-1,32,61,77,72,-1,-1,-1,-1,-1,49,56,-1,-1,-1,-1,-1,-1,56,56,-1,-1,-1,61,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,74,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,49,-1,-1,-1,-1,27,-1,-1,-1,-1,-1,56,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Grand Hyatt New York,35,42,45,25,58,-1,60,57,44,42,62,62,-1,-1,-1,7,74,74,75,-1,-1,-1,-1,-1,60,60,49,59,17,26,26,30,-1,-1,-1,-1,-1,-1,-1,84,25,25,25,22,-1,75,74,-1,44,-1,44,-1,-1,-1,-1,75,44,39,35,39,12,17,19,22,44,54,51,63,-1,40,35,40,-1,-1,-1,58,8,-1,-1,11,-1,-1,-1,45,92,69,83,85,-1,-1,-1,100,67,67,83,69,73,75,59,-1,-1,62,44,37,4,22,59,57,75,-1,42,35,75,-1,60,63,-1,75,69,69,-1,74,62,72,69,69,57,-1,-1,77,72,72,69,61,65,-1,16,14,-1,13,13,14,22,10,-1,-1,83,65,-1,61,76,80,14,11,19,12,3,0,17,34
Aloft Harlem,-1,-1,-1,-1,70,-1,28,-1,57,-1,-1,-1,-1,-1,-1,-1,100,-1,-1,-1,30,-1,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,9,9,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19,28,-1,-1,82,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,43,-1,-1,-1,-1,-1,-1,49,59,70,-1,-1,51,-1,-1,-1,-1,-1,-1,4,4,0,-1,-1,-1,-1,-1,39,-1,-1,64,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
The Plaza Hotel,36,36,42,41,85,87,89,-1,33,32,40,33,16,13,7,-1,39,32,38,39,87,87,91,90,36,33,30,45,8,10,0,8,45,31,33,45,87,87,87,90,-1,-1,-1,-1,65,36,58,65,-1,-1,-1,-1,-1,61,-1,-1,36,40,42,44,11,11,3,11,41,40,44,46,35,36,54,36,73,77,76,80,33,34,-1,-1,-1,92,96,100,36,50,56,66,-1,-1,90,-1,-1,-1,-1,-1,45,-1,45,42,-1,-1,-1,-1,33,20,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,82,79,80,27,20,38,-1,-1,-1,-1,-1,-1,87,89,89,36,36,33,33,-1,-1,-1,-1,-1,11,8,-1,81,37,-1,-1,-1,32,35,43,-1,8,2,8,39,28,39,39
Days Inn Bronx Near Stadium,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,57,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,75,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,57,-1,-1,94,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DoubleTree by Hilton New York City - Financial District,30,35,32,36,69,-1,76,87,39,30,45,43,55,63,73,75,-1,54,67,46,60,-1,73,73,43,41,42,38,33,44,56,61,-1,-1,49,31,54,56,55,52,-1,36,31,30,-1,46,47,47,-1,-1,-1,-1,39,83,-1,75,21,-1,-1,-1,25,34,43,35,-1,32,34,44,30,-1,43,-1,-1,-1,52,52,-1,0,1,4,65,68,70,83,59,53,28,-1,-1,-1,83,87,-1,-1,62,61,-1,53,-1,-1,65,65,58,-1,-1,14,-1,-1,84,79,83,83,75,77,-1,-1,89,79,-1,73,-1,25,-1,-1,72,69,71,72,-1,82,-1,100,-1,-1,37,-1,28,26,27,-1,21,26,20,19,-1,-1,-1,-1,62,55,43,-1,-1,26,28,28,-1,-1,-1,-1
